code,name,batch,stock,deal,free,mrp,rate,exp,supplier,company
GRFP8,FLEXILOR-P8 TABS,5191291,30,0,0,124,88.57,1/6/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GRACEWELL (INTEGRACE)
GRFP8,FLEXILOR-P8 TABS,5191291,10,0,0,124,88.57,1/6/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GRACEWELL (INTEGRACE)
GNTL2,TELMA-20MG TABS 15`S,5191386,1,0,0,59.89,42.78,1/6/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK (ZOLTAN)
GNTL2,TELMA-20MG TABS 15`S,18190902,-1,0,0,59.89,42.78,1/6/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK (ZOLTAN)
ALCBS,CLAVAM BID SYR,20440014,115,5,1,59.41,42.44,1/6/2021,SARADA PHARMACY      MADHIRA,ALKEM LAB ACE AURA
ALKCD,CLAVAM DROPS,20440119,1,5,1,91.5,65.36,1/6/2021,SARADA PHARMACY      MADHIRA,ALKEM LAB ACE AURA
PARG2,RINGGUARD CREAM **,GL777,1,0,0,80,59.52,1/6/2021,SARADA PHARMACY      MADHIRA,PARAS PHARMACETICALS
SUNDIP1,DIPROBATE PLUS LOTION,PSX0002,25,0,0,150,107.14,1/6/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY PHARMA LIFE
CLEGN,EXEL-GN CREAM,AB14500,31,0,0,63,45,1/6/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY (CROSLANDS)
SUNKF,KEFLOR DROPS,AB19716,25,0,0,119,85,1/6/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY PHARMA
SUNKF,KEFLOR DROPS,AB19716,50,0,0,119,85,1/6/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY PHARMA
RANST,SYNRIAM TABS  150+750 MG,AA58699,10,0,0,198,141.43,1/6/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY PHARMA
TORRAI,AZULIX 1 MF FORTE TAB,2FJ7F040,4,0,0,147.2,105.14,1/6/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
TORRAI,AZULIX 1 MF FORTE TAB,2FJ7F041,16,0,0,147.2,105.14,1/6/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
TORRA2,AZULIX 2 MF FORTE TABS,2FE4F052,16,0,0,182.9,130.64,1/6/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
EDBLT,B-LONG TAB,2HV7F016,18,0,0,121.95,87.11,1/6/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (B- WELL)
TOCG1,CALCIGARD-RET 10MG TAB,2AW5F004,54,0,0,16.35,11.68,1/6/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
TORRN,NEXPRO-20MG TABS,2F24F005,10,0,0,76.9,54.93,1/6/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (PRIMA)
TORRN,NEXPRO-20MG TABS,2F24F005,10,0,0,76.9,54.93,1/6/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (PRIMA)
TORNIK,NIKORAN 5 TABS,2964F026,1,0,0,302.1,215.79,1/6/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
EDSC2,SHELCAL-250 TAB,8CL2F012,27,0,0,90.1,64.36,1/6/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (B- WELL)
TPSYB,SYMBAL 40MG TABS,1719003,10,0,0,172.25,123.04,1/6/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (VISTA)
VIZL1,ZANIDE-L SYR,ZL2001,45,0,0,72,45,1/6/2021,VET INDIA PHARMACEUTICALS     HYDERABAD,VETINDIA
SALCT,LIMCEE TAB**,HAJA0007,600,0,0,22.51,16.08,1/6/2021,VIJAYA DURGA AGENCIES   VIJAYAWADA,SARABHAI CHEMICALS
CYAAM,ATEN-AM TAB,I904561,11,0,0,126.1,90.07,1/6/2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD,ZYDUS CADILA
CADDX,DEXONA AMP,CBW1030,3000,0,0,10.21,7.29,1/6/2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD,ZYDUS GEO
GMJPT,JONAC PLUS TABS,I902884,32,0,0,32.7,23.36,1/6/2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD,GERMAN REMADIES LTD
CYOGN,OXALGIN NANOGEL,I000341,33,10,1,125.5,89.64,1/6/2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD,ZYDUS CADILA
ASABD,AMBRODIL DROPS,M122G029,28,0,0,28.95,20.68,1/6/2021,,ARISTO (MAIN FORCE 3)
MKAPS,ARGIPREG SACHET,A1AJS124,18,10,2,39.2,28,1/6/2021,,MANKIND(LIFESTAR)
ARIB5,BIGOMET 500 SR TABS,D286G129,9,0,0,15.5,11.07,1/6/2021,,ARISTO (OTSIRA)
VIEL5,ENROGEN LIQ,LEN19009,10,0,0,540,292.32,1/6/2021,,VETINDIA
MDMC2,MACPOD-CV 200MG TABS,LMF929A,4,0,0,295,210.71,1/6/2021,,MACLEODS (PHARMA) DIVISION
MACNEX,NEXOVAS 20MG TABS,KNE903A,3,0,0,130,92.86,1/6/2021,,MACLEODS (PROCARE) CV
MDOMS,OFLOMAC SYR,KOY905A,7,0,0,30,21.43,1/6/2021,,MACLEODS (PHARMA) DIVISION
MACLS,RABEMAC LS TAB,G19RAA004,21,0,0,218,155.71,1/6/2021,,MACLEODS (PHARMA) DIVISION
PARG2,RINGGUARD CREAM **,GL777,4,0,0,80,59.52,1/6/2021,,PARAS PHARMACETICALS
ACRXD,ROXID DROPS,1908000789,9,0,0,72.25,51.61,1/6/2021,,ALEMBIC LTD(PHARMA)
ACRXD,ROXID DROPS,1908000789,60,0,0,72.25,51.61,1/6/2021,,ALEMBIC LTD(PHARMA)
VITS1,TYSIN-100MG VIAL,TD1903,16,0,0,102,69.18,1/6/2021,,VETINDIA
TORRV,VELOZ L CAPS,G19VZA005,25,0,0,213.55,152.54,1/6/2021,,TORRENT (VISTA)
CSDVR,DUOVA ROTOCAPS,BA93671,4,0,0,323.28,230.91,31/05/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 1)
CIMFR,MAXIFLO FORTE ROTACAPS,BA93751,12,0,0,453.14,323.67,31/05/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP AR)
CSTVR,TIOVA ROTOCAPS,BA93716,10,0,0,203.61,145.44,31/05/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 1)
DCRZ2,RAZO 20MG TAB,E901752,24,0,0,182.5,130.36,31/05/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(RECURA)
MACLTL,LT MAC LOTION,RLE34,18,0,0,218,155.71,31/05/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MACM0,MACTOTAL CAPS,X19L006,10,0,0,165,111.86,31/05/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MACCP,NUPENTA CP CAPS,PHUAO20,10,0,0,190,135.71,31/05/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS  (MACPHAR)
GLEAJ,ASCORIL-D JUNIOR SYRUP,ABGL1934,120,14,1,82,58.57,31/05/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLNMARK(MAJESTA)
LPLSK,SKINLITE CREAM,I904350,7,0,0,247.8,177,31/05/2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD,ZYDUS GEO
CIN1R,NOVAMOX-125  REDIUSE SYR,KP90276,34,9,1,66.55,47.54,31/05/2021,,CIPLA (SPEETRACARE+1)
DXRC4,RECLIDE 40MG TAB,E900819,7,0,0,59.18,42.27,31/05/2021,,DR.REDDY`S LAB`S(XENURA)
CONVIT,VITNEURIN AQ INJ,91912004,84,0,0,60.5,43.2,1/5/2021,AAD CORPORATION PRIVATE LIMITEHYDERABAD,CORONA REMEDIES PRIVATE LTD
CONVIT,VITNEURIN AQ INJ,P1912006,240,0,0,60.5,43.2,1/5/2021,AAD CORPORATION PRIVATE LIMITEHYDERABAD,CORONA REMEDIES PRIVATE LTD
ALK3C,3 CEF NOVA 1.5 INJ,19181220,4,10,11,225.5,161.07,1/5/2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,ALKEM (PHARMA)
ALANT,A TO Z-NS TABS,19443340,150,0,0,105,71.19,1/5/2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,ALKEM (PHARMA)
AUSCD,SWICH DROPS,19182635,25,0,0,69.5,49.64,1/5/2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,ALKEM (ARISE)
AUSCD,SWICH DROPS,19182635,25,0,0,69.5,49.64,1/5/2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,ALKEM (ARISE)
ARISTMEG,MEGA CV DROPS 1.7GM,BD191210A,4,0,0,58,41.43,1/5/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (MAIN FORCE-2)
BECPL,COSCOPIN-LINCTUS SYRUP,DA1602219,20,10,1,85,60.71,1/5/2021,"BIOLOGICAL E, LIMITED         HYDERABAD",BIOLOGICAL E.LIMITED
BLUCD,CEDON PLUS 200 TABS,ZJH1912,10,9,1,173.5,123.93,1/5/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BLKQS,KOLQ SYRUP,ZACT1901,60,9,1,53,37.86,1/5/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BLKQT,KOLQ TABS,ZACS1903,5,4,1,32,22.86,1/5/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BCMXL,MEGO-XL+ AMP,ZZA1919,425,10,4,26,18.57,1/5/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
CIADF,ADVENT FORTE-457 SYRUP,KP90529,15,0,0,160.12,114.37,1/5/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP AR)
CIFF2,FULLFORM-200 ROTACAPS,BA93725,12,0,0,130,92.85,1/5/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 2)
CIMF1,MAXIFLO 100 ROTACAPS,BA93721,6,0,0,201.85,144.18,1/5/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP AR)
CIPND,NOVAMOX CV DRY SYP,KP90535,34,5,1,59.42,42.44,1/5/2021,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE+1)
CIPSB,STON 1 B6 ORAL SYRUP,CNCL1938,5,0,0,180.89,129.2,1/5/2021,CIPLA LIMITED  HYDERABAD,CIPLA(UROLOGY)
DRATAAN,ATARAX ANTI ITCH LOTION,BD9055,11,0,0,333,225.76,1/5/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR REDDYYS (GRANDERA)
136634,BECELAC FORTZ CAP,58CBF410,38,0,0,72.6,51.86,1/5/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PRIDE)
DRNISE,NISE GEL 5 GM,Z9205,2,0,0,275,196.5,1/5/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PRIDE)
DRREN,RELENT+SYR,AJ90126,4,0,0,81.5,58.22,1/5/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PRIDE)
ECOO2,OROFER XT SUSPENSION,E16JI19052,40,0,0,217.35,155.25,1/5/2021,EMCURE PHARMACEUTICALS LTD  HYDERABAD,EMCURE PHARMACEUTICALS LTD
GONRP,RENERVE PLUS AMP,ELNL04924,1,5,1,117,83.57,1/5/2021,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS  (NIKKOS)
GSKAT,AUGMENTIN 625 MG DUO TABS,MB882,17,0,0,196.88,140.63,1/5/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(FORTIOR)
GSKAU,AUGMENTIN I.V  1.2 G,NT1359,9,0,0,137.63,98.31,1/5/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(FORTIOR)
GEBNE,BETNESOL-N E&E DROPS,GV154,225,0,0,15.06,10.76,1/5/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(CTC TEAM)
GECTT,CALPOL-T TABS,MA366,48,0,0,76.85,54.89,1/5/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(FORTIOR)
GECTT,CALPOL-T TABS,MA366,48,0,0,76.85,54.89,1/5/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(FORTIOR)
GEE5T,ELTROXIN 50MG TAB,NB384,80,0,0,78.33,55.95,1/5/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(INGENIUM)
GAFZC,FEFOL-Z CAP,M160,18,0,0,156.65,111.89,1/5/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(INGENIUM)
MERBE,BETAMIL GM CREAM,M09FR19070,50,0,0,27.22,19.45,1/5/2021,HARI MARUTI AGENCIES  VIJAYAWADA,MERCK
IHCRC,CHERI CAP,CHC19061,100,0,0,95,67.86,1/5/2021,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD,INDCHEMIE HEALTH SPECIALITIES
IHCRS,CHERI SYR,CHS19232,390,5,1,150,107.14,1/5/2021,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD,INDCHEMIE HEALTH SPECIALITIES
INTASCAL,CAL SHAKTI SMART,SY1204,19,9,1,650,520,1/5/2021,INTAS PHARMCEUTICALS LTD HYDERABAD,INTAS PHARMA (BOVICURRA)
JBRAN,RANTAC  SYRUP,XRS9072,14,0,0,79.4,56.72,1/5/2021,J.B.CHEMICALS AND PHARMA      SECUNDERABAD,J.B. CHE&PHARMA LIMITED
GRODA,DYNAPAR  AQ AMP **,D105F148,40,5,1,30.42,21.73,1/5/2021,LAKSHMI BALAJI AGENCIES       HYDERABAD,GENARAL COMPANY
LGDWE,DEWAX EAR DROPS**,CDX448,-4,10,2,95.99,68.57,1/5/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,LEGEND DRUGS & FORMS
USVGP,GLYCOMET-GP 1 FORTE TABS **,28020164,30,0,0,78.83,56.31,1/5/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,USV PHARMA
UVSG2,GLYCOMET-GP 2 FORTE TABS **,28020072,20,0,0,99.74,71.24,1/5/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,USV PHARMA
ECORT,OROFER XT TABS,E16GL19209,7,0,0,129.95,92.82,1/5/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,EMCURE PHARMACEUTICALS LTD
NCTSS,TOSSEX SYP**,TWA9043,131,0,0,140.36,100.26,1/5/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,ABBOT
FDZIS,ZIFI 100MG DRY SYRUP**,019L054,10,0,0,70.44,50.39,1/5/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,F.D.C. INDIA LIMITED
FDZIS,ZIFI 100MG DRY SYRUP**,019L055,-2,0,0,70.44,50.39,1/5/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,F.D.C. INDIA LIMITED
FDZIF,ZIFI 200MG TABS**,019L021,67,0,0,105.17,75.15,1/5/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,F.D.C. INDIA LIMITED
FDZIF,ZIFI 200MG TABS**,019L053,3,0,0,105.17,75.15,1/5/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,F.D.C. INDIA LIMITED
ZINCN,ZINCOVIT TABS**,ZVT19189,80,0,0,90,61.05,1/5/2021,LAKSHMI BALAJI CORPORATION VIJAYAWADA,APEX
ABBET,BETONIN SYRUP,BIB9041,27,10,1,132.83,94.89,1/5/2021,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR,ABBOTT-1
TIFSA,FEVASTIN AMP ***,TAB8N3,1,10,5,127.8,91.29,1/5/2021,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR,TABLETS (INDIA) LTD
WDTNS,T-MINIC SYRUP **,91214K,2,0,0,82.5,59.67,1/5/2021,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR,WANDER LIMITED
KAAFT,ANAFORTAN TAB**,KRE0189,4,0,0,107.85,77.04,1/5/2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,KHANDELWAL (RADON)
INTHD,HIFENAC D TABS **,KY1297,20,0,0,89,63.57,1/5/2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA,INTAS
MLMXT,MACBERY-XT SYRUP,L1099030,178,10,1,99,70.71,1/5/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MANDSR,RANIDOM DSR CAPS,F9ABS002,36,11,1,93.17,66.55,1/5/2021,MAGNET LABS PVT LTD           HYDERABAD,MAGNET LABS PVT LTD (MANKIND)
MKMC2,MAHACEF CV-200MG TABS,A6AES024,21,0,0,135,96.43,1/5/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MANMD,MANKINDS HEALTH OK DROPS,E0FNS021,30,11,1,50,33.9,1/5/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MANSY,MANKINDS HEALTH OK SYRUP,3FAIS060,1,11,1,120,81.36,1/5/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MANNEF,NEFROZON TABS,A8GKS042,3,0,0,99,70.71,1/5/2021,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MKAMS,APTIMUST SYRUP,A2AIS079,4,5,1,110,78.57,1/5/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MANRO,RANIDOM-O SUSP,H6AIS129,14,11,1,119.16,85.11,1/5/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MKAKE,ASTHAKIND EXP,A4AIS029,156,10,2,53.09,37.92,1/5/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKAKS,ASTHAKIND SYRUP,A3AIS101,64,10,2,70.85,50.61,1/5/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKAD6,ASTHAKIND-DX SYRUP,V3ABS043,120,5,1,56.35,40.25,1/5/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKBPF,BIOPREG-F TABS,A0HSS035,27,11,1,73.2,52.29,1/5/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKGCD,GUDCEF DROPS,B0AKS065,31,11,1,60.5,43.21,1/5/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKGDS,GUDCEF DRY SYRUP,B1AKS104,12,11,1,81,57.86,1/5/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MANLT,TERBINAFORCE 500 TAB,D9HSS049,24,11,1,138.6,99,1/5/2021,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKCC2,CEFAKIND-CV 250MG TABS,A0AES014,21,0,0,264,188.57,1/5/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MKNKM,NUROKIND MORE TABS,E8AGS031,6,0,0,50,35.71,1/5/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122288R,NUROKIND-500 TABS,C4AFS010,3,0,0,47.41,33.86,1/5/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MANTC,TELMIKIND CT 40MG TABS,G4FZS010,61,0,0,78.65,56.18,1/5/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MKUKT,UNWANTED-KIT,L7ALS043,25,1,4,385.89,275.64,1/5/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MEEVL,EVION LC TAB,04BM19241,115,0,0,42.85,30.6,1/5/2021,MERCK LIMITED                 HYDERABAD,MERCK
MENBT,NEUROBIN FORTE TABS,M13PF19783,119,0,0,28.74,21.55,1/5/2021,MERCK LIMITED                 HYDERABAD,MERCK
MERPOL,OSTO POLYBION D SYRUP,M15CN19065,72,8,1,134.43,96.02,1/5/2021,MERCK LIMITED                 HYDERABAD,MERCK
MR1MD,MERIZYME DROPS,19200516,12,9,1,64.7,46.21,1/5/2021,MERCURY LABORATORIES          SECUNDRABAD,MERCURY LABORATORIES LTD
NUTAPT,APTAMIL 1 INFANT FORMULA,2002106911,19,0,0,705,543.14,1/5/2021,NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,NUTRICIA (DEXOLAC)
DEKNUT,DEXOLAC 1 INFANT  (JAR),2002176911,24,0,0,314,241.91,1/5/2021,NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,NUTRICIA (DEXOLAC)
NUTDEXOT2,DEXOLAC 1 INFANT  (JAR),2002066911,62,0,0,186,143.3,1/5/2021,NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,NUTRICIA (DEXOLAC)
DEKNUT,DEXOLAC 1 INFANT  (JAR),2002176911,24,0,0,314,241.91,1/5/2021,NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,NUTRICIA (DEXOLAC)
NUTDEXOT2,DEXOLAC 1 INFANT  (JAR),2002166911,-2,0,0,186,143.3,1/5/2021,NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,NUTRICIA (DEXOLAC)
NUTDX1,DEXOLAC 1 INFANT  (REF),2002186911,104,0,0,304,234.21,1/5/2021,NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,NUTRICIA (DEXOLAC)
NUTDX1,DEXOLAC 1 INFANT  (REF),2002186911,60,0,0,304,234.21,1/5/2021,NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,NUTRICIA (DEXOLAC)
NUTDXR,DEXOLAC 2 FOLLOW-UP  (REF),2002226911,60,0,0,304,234.21,1/5/2021,NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,NUTRICIA (DEXOLAC)
NUTDXR,DEXOLAC 2 FOLLOW-UP  (REF),2002236911,30,0,0,304,234.21,1/5/2021,NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,NUTRICIA (DEXOLAC)
NUTDA,DEXOLAC 3 FOLLOW FORMULA,2002096911,30,0,0,304,234.2,1/5/2021,NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,NUTRICIA (DEXOLAC)
NUTDA,DEXOLAC 3 FOLLOW FORMULA,2002256911,30,0,0,304,234.2,1/5/2021,NUTRICIA INTERNATIONAL PVT. LTSECUNDERABAD,NUTRICIA (DEXOLAC)
PZBSC,BECOSULES CAP,92030411S,363,0,0,37.76,28.32,1/5/2021,PFIZER LIMITED HYDERABAD,PFIZER(TEAM 5 MAGANEM)
GWAPS,ALEX-P SYRUP,11192406,7,14,1,82,58.57,1/5/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK (RESPICARE)
GLEAF,ASCORIL FLU SYRUP,62190028,72,9,1,73.5,52.5,1/5/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLNMARK(MAJESTA)
GLECANDID,CANDID TOTAL PLUS CREAM,34191843,78,5,1,96.5,68.93,1/5/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK (DERMAX)
GLECANDID,CANDID TOTAL PLUS CREAM,34191847,-3,5,1,96.5,68.93,1/5/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK (DERMAX)
GNTL2,TELMA-20MG TABS 15`S,18190776,2,0,0,59.89,42.78,1/5/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK (ZOLTAN)
GLECAND2,XMET-TRIO 500/0.2/2,XTB19007,9,0,0,114,81.43,1/5/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK (SYNERG)
SANFAMA,AMARYL MV2 TABS,AMC19036,2,0,0,176.4,126,1/5/2021,SANOFI INDIA LIMITED          HYDERABAD,AVENTIS PHARMA
PARM3,MOOV CREAM **,HA542,20,0,0,109,82.04,1/5/2021,SRI SHASTHA ENTERPRISES KHAMMAM,PARAS PHARMACETICALS
PERMOO,MOOV CREAM ADVANCE**,M1907,9,0,0,149,118.27,1/5/2021,SRI SHASTHA ENTERPRISES KHAMMAM,PARAS PHARMACETICALS
PARORS,ORS-L FOS APPLE**,JB0899,162,5,1,40,28.57,1/5/2021,SRI SHASTHA ENTERPRISES KHAMMAM,PARAS PHARMACETICALS
PARORS,ORS-L FOS APPLE**,JB08999,-162,5,1,40,28.57,1/5/2021,SRI SHASTHA ENTERPRISES KHAMMAM,PARAS PHARMACETICALS
GENOR,ORS-L PLUS APPLE**,JB01032,1,10,2,35,25,1/5/2021,SRI SHASTHA ENTERPRISES KHAMMAM,PARAS PHARMACETICALS
GENOR,ORS-L PLUS APPLE**,JB01136,-1,10,2,35,25,1/5/2021,SRI SHASTHA ENTERPRISES KHAMMAM,PARAS PHARMACETICALS
JUORS,ORS-L PLUS ORANGE**,SD00002,-135,5,1,40,28.57,1/5/2021,SRI SHASTHA ENTERPRISES KHAMMAM,PARAS PHARMACETICALS
RACD2,CEPODEM 200MG TABS,AA95822,38,0,0,167,119.29,1/5/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY PHARMA
SUNDIPD,DIPROBATE ES PLUS OINTMENT,PSW0185,7,0,0,155,110.71,1/5/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY PHARMA LIFE
SUNDIPD1,DIPROBATE G PLUS CREAM,PSW0184,15,0,0,78.75,56.25,1/5/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY PHARMA LIFE
CLFCC,FUCIDIN CREAM,G93119,2,0,0,49.95,35.67,1/5/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY (CROSLANDS)
CLFCC,FUCIDIN CREAM,G93219,75,0,0,49.95,35.68,1/5/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY (CROSLANDS)
CLFD5,FUCIDIN OINTMENT,G95619,9,0,0,49.95,35.68,1/5/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY (CROSLANDS)
RANMO,MOX REDIMIX DROPS,AB08477,100,9,1,53.75,38.39,1/5/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY(MAXXIM)
UCAV2,AMPOXIN 250MG VIAL,2GJ3F008,-3,10,1,20.39,14.57,1/5/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (UVA)
